female,age,race,obs,wage,emp,grad,length,first,wage_sd,emp_sd,grad_sd,length_sd,first_sd,coll,prog
0,1,0,750,57999.766,30.59339,22.373005,11.59689,13.664978,10864.997,9.8041105,6.8403716,1.8900131,2.90837,College 1,Business
1,0,0,428,58458.695,31.085209,22.163357,11.614405,13.586314,9934.4199,10.036141,6.5325775,1.9548732,2.846513,College 1,Business
1,1,0,770,59777.422,28.906401,21.529352,12.148359,14.135492,10635.601,9.6941795,7.0201125,2.051722,2.791667,College 1,Business
0,0,1,213,55444.434,36.021481,25.121634,10.314989,12.516964,10366.497,10.559782,6.6166472,1.84129,2.6628084,College 1,Business
0,1,1,354,57166.082,32.567909,23.237896,10.947083,13.207725,10048.805,10.34463,6.5313807,1.9884704,2.90114,College 1,Business
1,0,1,209,58680.422,33.68454,23.696779,10.840612,12.839843,9279.2607,10.704369,7.1413832,1.944519,2.9988153,College 1,Business
1,1,1,397,59399.16,30.625858,22.826164,11.569915,13.451797,10310.422,10.104196,7.073925,1.9900957,3.0413573,College 1,Business
0,0,2,79,56137.41,36.56768,26.987438,9.8040571,12.26581,9986.1182,9.4775734,6.628159,2.080482,2.7954552,College 1,Business
0,1,2,167,56329.59,35.448612,24.100727,10.551727,12.647005,10789.326,9.990962,6.393084,2.029036,2.7190337,College 1,Business
1,0,2,78,57901.063,36.2159,24.348351,10.43487,13.00449,9794.542,10.531475,6.4096456,2.197191,3.3799405,College 1,Business
1,1,2,149,56856.477,32.249268,23.999359,11.322863,12.731053,9768.415,10.411589,6.4438925,1.832087,3.0853617,College 1,Business
0,0,3,79,53627.801,43.376751,29.767504,9.5557775,11.451989,8893.8838,10.819057,5.9959874,1.9490891,3.3067222,College 1,Business
0,1,3,157,55195.047,37.568459,26.458061,9.9269695,12.151788,9685.1523,9.3152647,5.6878204,2.0468137,2.7230768,College 1,Business
1,0,3,101,57858.461,36.428978,27.157028,10.180431,12.065746,10086.758,9.409771,6.5074172,1.9696932,3.1478472,College 1,Business
1,1,3,146,55262.938,35.276066,25.097551,10.623554,12.327525,9420.2939,10.480371,6.5744419,1.993058,2.8972099,College 1,Business
0,0,4,36,56903.219,42.43634,31.000042,8.9994097,11.456437,10293.571,10.636692,4.9529343,1.953701,3.2571964,College 1,Business
0,1,4,79,53131.809,42.338451,29.692856,10.052675,11.413342,10072.901,9.9194002,6.0488691,2.2520106,3.059763,College 1,Business
1,0,4,46,53461.203,41.395599,28.702162,9.3066645,11.421796,10267.387,11.083236,5.7675591,1.8536193,2.7059686,College 1,Business
1,1,4,93,56025.637,37.095615,27.370844,10.125862,11.718088,10802.019,10.700862,6.5253763,2.050662,2.8785846,College 1,Business
0,0,0,422,58295.59,32.048882,23.713623,11.092849,12.941073,9893.8428,9.8767223,6.9464846,1.9383656,2.8747616,College 1,Education
0,1,0,771,59020.895,31.410942,22.330116,11.495973,13.665741,10618.835,10.627364,7.2117534,1.9513665,2.9792581,College 1,Education
1,0,0,386,58664.707,31.390791,22.738253,11.401568,13.505309,10610.233,9.7714996,7.0317469,1.8967206,3.1058087,College 1,Education
1,1,0,769,59926.48,28.775915,20.840712,11.887687,14.059957,10874.237,9.6106348,6.8495774,2.0406721,2.9749522,College 1,Education
0,0,1,214,57111.563,36.420532,24.643404,10.394175,12.45889,10323.535,10.380669,6.6757903,2.0950444,3.0096505,College 1,Education
0,1,1,370,57997.355,32.415489,24.035713,11.035674,12.961685,9875.957,10.574589,6.2323132,1.9616972,2.6845026,College 1,Education
1,0,1,198,57946.656,32.709866,22.77087,10.987056,12.867285,10410.371,9.8937511,6.4491467,1.8169684,2.9659445,College 1,Education
1,1,1,370,58852.047,30.957912,22.729633,11.426358,13.661719,10390.818,9.5025377,7.2813792,2.0099027,2.8589268,College 1,Education
0,0,2,82,55032.207,37.032116,26.976185,9.9327202,11.843154,9690.9473,9.6626644,5.9694996,1.8718052,2.7719653,College 1,Education
0,1,2,166,57594.469,34.998535,25.857077,10.459877,12.61814,10239.622,9.6067734,6.5416222,1.9389319,2.9513004,College 1,Education
1,0,2,94,57165.117,36.313553,26.379185,10.719028,12.39866,11115.057,11.422204,6.9701319,1.9107513,3.0227191,College 1,Education
1,1,2,153,57813.289,33.270721,24.417063,10.918963,12.780601,10498.228,10.13506,7.1000624,1.8349115,2.8253059,College 1,Education
0,0,3,82,53754.586,42.184757,29.927097,9.2309275,11.730101,9673.708,11.492556,5.290206,2.0962665,3.208905,College 1,Education
0,1,3,171,54975.121,38.205505,28.054253,10.203376,11.795598,9441.6787,10.119186,5.9090052,1.9311062,2.9540753,College 1,Education
1,0,3,80,57354.602,38.05814,26.948246,9.9261484,11.685632,9982.6934,9.0238152,6.4155884,2.0073059,2.9734404,College 1,Education
1,1,3,150,57176.691,35.967979,25.494766,10.641171,12.301236,11863.137,9.5163383,6.8950047,1.8759017,2.935765,College 1,Education
0,0,4,38,54118.32,43.139515,31.120705,8.9237795,11.325579,10185.161,9.5351667,4.8706264,1.8374976,2.6407552,College 1,Education
0,1,4,57,53392.066,42.63578,28.278587,9.397109,11.412211,8317.3789,10.714869,6.3516784,1.7554412,3.384784,College 1,Education
1,0,4,42,53753.969,40.603092,28.39156,9.5044403,11.213929,9810.2686,8.8249636,5.521296,2.3440566,3.8420343,College 1,Education
1,1,4,84,56199.406,37.795986,28.488775,10.005212,11.86003,10768.118,9.6771965,6.5598097,2.2408166,2.9470205,College 1,Education
0,0,0,412,58969.262,32.831944,24.262226,11.043855,13.056144,9842.6074,10.129581,7.1283607,2.0498722,2.8800719,College 1,Information Tech
0,1,0,752,59591.254,30.661627,21.89637,11.511667,13.625019,10563.727,9.9228764,6.9458117,1.8984954,2.9360032,College 1,Information Tech
1,0,0,429,59732.445,30.624529,22.236544,11.458075,13.414853,11060.019,9.5125608,6.6729293,1.8650587,2.9098611,College 1,Information Tech
1,1,0,760,60359.762,29.014223,20.486435,11.990682,14.005545,10236.916,9.6303167,6.4206972,2.0988708,2.854152,College 1,Information Tech
0,0,1,224,57029.555,35.070618,25.094217,10.513007,12.271004,10458.055,9.565136,6.6735392,2.1346433,2.8758371,College 1,Information Tech
0,1,1,392,59034.383,32.046436,23.785559,10.78938,12.929015,10444.635,9.3779955,6.4990273,2.0646739,3.1009715,College 1,Information Tech
1,0,1,210,57318.258,32.461445,23.68605,10.958784,13.099769,11105.64,9.706111,7.2150383,2.1878824,3.0773926,College 1,Information Tech
1,1,1,388,60073.984,30.970512,22.307743,11.502104,13.376812,10102.182,10.08013,6.9404578,2.1051443,2.8816118,College 1,Information Tech
0,0,2,73,56257.5,37.098091,27.574337,9.7655144,12.005464,10481.905,10.910422,6.069448,2.0422213,2.8230772,College 1,Information Tech
0,1,2,149,56911.363,35.646778,26.364212,10.488928,12.377002,10089.258,10.043542,6.9356146,2.0152335,2.827755,College 1,Information Tech
1,0,2,84,58335.004,35.142498,25.091988,10.334042,12.898869,11222.265,11.479606,6.6644788,2.0765874,3.0198829,College 1,Information Tech
1,1,2,152,59428.582,33.07016,23.826046,11.094155,12.731586,11279.785,10.170301,7.2762108,2.0850456,2.7303557,College 1,Information Tech
0,0,3,94,55716.215,38.199848,28.6287,9.8831387,11.390968,9887.7227,10.462356,6.4518576,1.9774623,3.1555297,College 1,Information Tech
0,1,3,169,57605.387,37.969059,27.705624,10.278538,11.815308,9601.3213,10.493515,6.1702471,1.9136598,3.0077074,College 1,Information Tech
1,0,3,86,56657.039,38.647007,27.095602,10.124465,11.687966,11254.262,11.234782,6.025279,1.7566105,3.1975241,College 1,Information Tech
1,1,3,165,58676.195,34.405361,24.952688,10.311055,12.308383,9682.3174,10.65528,6.279767,2.0741394,2.9207072,College 1,Information Tech
0,0,4,48,54560.613,44.664581,29.558363,8.9311428,11.169544,11099.851,9.9459457,4.8662195,2.0345542,2.6182392,College 1,Information Tech
0,1,4,66,54717.449,38.962128,28.796627,9.4980812,11.013727,8665.0059,9.2903328,6.2179136,1.818812,2.6064043,College 1,Information Tech
1,0,4,35,56709.34,40.573036,29.613033,8.8705683,12.036804,10902.618,9.8129616,5.8131328,1.9549618,3.3676004,College 1,Information Tech
1,1,4,104,57900.723,38.508472,27.080957,10.162887,12.052688,10193.831,10.388477,6.1219378,1.7923913,2.979403,College 1,Information Tech
0,0,0,398,59208.66,33.337559,23.572744,11.024941,12.97065,10823.512,10.503939,6.665586,2.0927932,2.8909709,College 1,Liberal Arts
0,1,0,819,60063.992,30.398497,22.230164,11.375325,13.511676,10808.194,9.9730835,6.9802032,1.9724158,2.9974854,College 1,Liberal Arts
1,0,0,408,59784.234,31.078123,22.349373,11.474624,13.423507,10746.439,10.013196,7.0594101,1.8840777,2.924371,College 1,Liberal Arts
1,1,0,806,61514.754,28.638863,21.25317,11.98887,14.002913,10544.426,9.4194794,7.0366039,1.9808817,3.0153649,College 1,Liberal Arts
0,0,1,207,58769.316,36.838131,25.982491,10.389295,12.36305,10027.295,10.661767,6.7980995,1.9258217,3.1323941,College 1,Liberal Arts
0,1,1,399,58948.977,32.437759,23.2736,11.011594,12.955009,9788.1777,9.8841515,6.8424006,1.9288745,2.8021328,College 1,Liberal Arts
1,0,1,184,57901.504,34.78196,23.670319,11.003231,13.010984,10228.805,9.8048344,6.6229839,1.9865144,2.7810621,College 1,Liberal Arts
1,1,1,360,60525.785,30.829294,21.620913,11.388323,13.477098,10878.341,9.6736717,6.7209277,1.9958429,2.8225467,College 1,Liberal Arts
0,0,2,87,57769.703,38.096062,26.603842,10.063006,12.090979,9233.8955,9.4032507,6.7418079,1.8737794,3.1761794,College 1,Liberal Arts
0,1,2,141,58696.207,35.38422,25.457998,10.457699,12.139535,10515.434,10.43257,6.6476269,1.8619571,2.8684332,College 1,Liberal Arts
1,0,2,83,57767.289,38.173298,24.102898,10.705478,13.033488,9328.9531,10.215824,6.14852,1.8766706,2.8534636,College 1,Liberal Arts
1,1,2,157,57451.586,33.882954,23.790621,10.71598,13.047697,9676.1455,10.260749,6.4926925,2.0687673,3.1705916,College 1,Liberal Arts
0,0,3,72,55386.648,41.745975,29.346821,9.4335728,11.330119,11905.341,9.963728,5.9595885,1.9289631,2.9746678,College 1,Liberal Arts
0,1,3,170,56347.402,38.728191,27.342621,9.9648352,11.806752,11188.771,9.3330832,5.4050851,1.9887505,2.979502,College 1,Liberal Arts
1,0,3,97,55814.516,38.231812,26.299681,10.171287,12.036884,10511.694,10.450308,6.5917244,1.9325423,2.6401398,College 1,Liberal Arts
1,1,3,158,58736.5,35.325928,25.933935,10.395508,12.053703,10294.15,10.436554,6.6022491,1.9026387,2.7887301,College 1,Liberal Arts
0,0,4,44,55508.414,44.265377,29.215385,8.8311949,10.482891,11725.744,9.9016371,6.4140282,1.9037308,3.1078091,College 1,Liberal Arts
0,1,4,91,56198.535,40.545265,28.713083,9.4453869,11.782725,8977.8174,10.945588,5.5453649,1.9625615,2.5261762,College 1,Liberal Arts
1,0,4,35,56679.191,41.534378,29.688404,10.388149,10.938705,11091.628,10.287681,6.4779658,1.6231023,3.1111724,College 1,Liberal Arts
1,1,4,82,56305.957,38.003002,27.686405,9.7943497,12.212993,10345.51,11.263322,6.2108254,1.8579665,2.9267581,College 1,Liberal Arts
0,0,0,436,58901.492,33.013046,23.947269,11.110723,12.873848,10798.296,9.662694,6.6424618,2.0230236,2.9575338,College 1,Natural Sciences
0,1,0,790,60385.367,30.973988,22.306219,11.483397,13.468024,11061.955,9.8220654,6.7751613,1.9821682,2.9235656,College 1,Natural Sciences
1,0,0,421,60470.645,30.395178,22.074007,11.470641,13.538855,10556.94,10.001216,6.784163,1.9599272,2.9843724,College 1,Natural Sciences
1,1,0,783,61425.418,28.79583,21.187887,11.892077,13.673119,10309.771,9.4138756,6.8355103,1.9195707,2.8496838,College 1,Natural Sciences
0,0,1,231,59957.402,36.39864,24.957644,10.519449,12.259883,10331.268,10.961601,6.3710289,2.082747,3.0887082,College 1,Natural Sciences
0,1,1,372,59742.063,32.938194,23.65143,10.982073,13.019303,10386.05,10.477368,7.2317047,2.0617676,3.0650945,College 1,Natural Sciences
1,0,1,202,58837.281,33.040874,23.976219,11.072262,12.799972,11063.627,10.09078,6.9405508,1.9469781,3.0305777,College 1,Natural Sciences
1,1,1,373,60603.734,31.232882,21.426212,11.485924,13.51475,10328.343,9.5334253,6.6489277,1.9943166,2.9745283,College 1,Natural Sciences
0,0,2,85,57691.336,36.589844,26.956181,9.4935665,11.944173,10855.162,9.7112093,5.9312596,1.9417231,3.0754101,College 1,Natural Sciences
0,1,2,142,58249.699,35.281151,25.405092,10.637012,12.379133,10700.818,10.571443,6.3841724,1.9663856,3.0598648,College 1,Natural Sciences
1,0,2,89,57663.211,33.922241,25.896694,10.519803,13.037701,10452.64,9.7699594,6.6221242,2.3299196,2.4664667,College 1,Natural Sciences
1,1,2,147,59725.219,32.728291,23.923668,10.848951,12.965327,11079.033,9.9842243,6.8399982,2.0417514,2.9733999,College 1,Natural Sciences
0,0,3,82,56598.965,42.733284,29.609877,9.3736076,11.064297,10332.498,10.213586,6.1728973,2.0446064,2.9364252,College 1,Natural Sciences
0,1,3,175,56506.41,38.909786,27.661453,9.8948326,12.355083,9940.5928,10.123841,6.4507771,2.1694248,3.1896605,College 1,Natural Sciences
1,0,3,97,55957.09,37.82999,26.590092,9.8862104,11.975425,10303.1,11.431057,6.0956793,2.2660413,3.3512237,College 1,Natural Sciences
1,1,3,157,58884.676,34.083904,24.974083,10.552814,12.633223,10496.785,9.0955954,6.7453213,2.0273633,3.0425622,College 1,Natural Sciences
0,0,4,51,56558.156,43.709644,31.443911,9.2200022,12.364423,9556.7568,7.6647372,5.2703648,2.3676825,3.5576072,College 1,Natural Sciences
0,1,4,72,54876.473,42.534691,28.497225,9.4335823,11.304483,10074.359,9.1974487,5.8392539,2.0860531,3.2091637,College 1,Natural Sciences
1,0,4,40,60055.617,39.069675,29.759867,9.1544714,10.887987,10045.722,9.6236162,5.5445747,2.1531034,3.2865958,College 1,Natural Sciences
1,1,4,92,58582.395,36.043392,26.761721,9.6114635,11.549052,9980.0859,10.31074,6.580308,2.0125835,3.2564259,College 1,Natural Sciences
0,0,0,401,59564.012,32.61113,23.050505,10.980749,12.910369,10109.729,9.803256,6.7446814,1.8718487,2.9199245,College 1,Nursing
0,1,0,774,60930.871,31.025322,22.710693,11.435536,13.4995,10296.383,9.7936411,7.0632811,1.951825,2.8465226,College 1,Nursing
1,0,0,418,61718.813,31.057013,22.447857,11.460728,13.325761,10484.775,9.8755054,6.7289972,1.917598,2.9401698,College 1,Nursing
1,1,0,762,61419.082,28.917397,21.046343,11.910195,14.033181,10490.077,9.1396952,6.605175,1.9244113,2.845798,College 1,Nursing
0,0,1,220,58831.988,35.531189,25.598444,10.374825,12.474039,10135.755,10.642982,6.7900767,2.0588193,2.9527643,College 1,Nursing
0,1,1,370,60342.094,33.650806,23.290306,10.98784,13.192439,10077.914,10.146371,6.5504813,1.887096,2.8964508,College 1,Nursing
1,0,1,209,59426.684,32.049225,23.513647,10.932438,12.939801,9961.6309,9.6195707,6.6613965,2.0412505,2.516227,College 1,Nursing
1,1,1,384,60868.316,31.863125,22.105906,11.363998,13.560013,10246.921,10.362654,7.0542927,1.9689039,3.1535311,College 1,Nursing
0,0,2,90,57852.746,38.835754,26.427776,10.060501,11.612838,10766.571,8.5425491,6.7141376,2.0520692,3.1145458,College 1,Nursing
0,1,2,143,60678.734,36.459835,24.01219,10.373724,12.529492,9520.333,10.062994,6.2924705,2.0469615,2.9460065,College 1,Nursing
1,0,2,88,58025.715,35.789051,25.12874,10.813216,11.634804,9176.7266,10.721807,6.5885754,1.9679286,2.756356,College 1,Nursing
1,1,2,145,59744.504,35.062008,24.223217,10.942535,13.174174,10663.671,10.728847,7.1066484,2.0581126,3.1085896,College 1,Nursing
0,0,3,65,56777.426,41.216404,28.187124,9.2971811,11.521364,8896.0098,9.127738,5.1486115,2.0115213,3.1970124,College 1,Nursing
0,1,3,157,57494.945,38.934658,26.9062,9.9495897,12.387601,10735.188,10.461479,6.1245108,2.0999794,2.9809031,College 1,Nursing
1,0,3,101,58086.98,39.35759,27.897375,10.199139,11.647013,10363.115,11.080708,6.5645881,2.0583889,3.3621175,College 1,Nursing
1,1,3,147,59964.785,35.748734,25.63302,10.121191,12.436249,10726.188,9.8795156,6.3647566,1.9577361,2.9985611,College 1,Nursing
0,0,4,51,56755.941,43.962784,31.175909,8.8734531,10.296659,10663.126,9.7750273,4.8934984,1.4855634,3.5392492,College 1,Nursing
0,1,4,66,57106.152,41.139332,29.396448,9.6060686,10.474159,9933.6553,11.0143,6.3366632,1.9620302,3.1331511,College 1,Nursing
1,0,4,47,56944.832,41.371387,27.850023,9.9222088,11.741346,9950.6855,9.4245586,5.6046586,1.9015278,2.7678342,College 1,Nursing
1,1,4,76,58889.344,37.618095,26.574251,9.8783293,11.806415,10529.446,9.2473497,6.1761098,1.7798799,3.1911814,College 1,Nursing
0,0,0,197,60852.188,32.984741,24.019127,10.93709,12.900909,10441.9,9.9906235,7.5690732,2.1603184,3.1917143,College 1,Psychology
0,1,0,382,61429.785,30.693689,22.27294,11.602,13.479173,10129.545,9.9452763,6.8579278,1.9962136,2.99349,College 1,Psychology
1,0,0,224,59473.895,30.927252,22.100544,11.484305,13.790858,10518.922,10.203759,7.0364676,1.9924608,2.867038,College 1,Psychology
1,1,0,415,61935.82,28.357193,21.58601,11.984483,13.94351,10929.885,9.3661785,6.8241591,1.856743,3.0287964,College 1,Psychology
0,0,1,112,57035.922,37.646614,25.328224,10.661963,12.669404,10249.645,11.089983,6.3787842,1.9009962,2.8667448,College 1,Psychology
0,1,1,213,61242.508,33.034519,22.966253,10.81512,12.913585,10908.044,10.07293,6.3978133,1.9361556,2.8997631,College 1,Psychology
1,0,1,124,60178.402,33.89584,23.691034,11.153139,12.720924,10350.388,9.6930685,6.5267143,2.0124357,2.7735152,College 1,Psychology
1,1,1,189,59903.75,29.914793,21.865612,11.614466,13.777876,10402.124,9.0776196,6.5398083,1.9236711,2.8992121,College 1,Psychology
0,0,2,49,60741.594,37.897469,27.715233,10.355644,11.713021,9715.8213,9.6272192,6.8962107,2.0127923,3.3816578,College 1,Psychology
0,1,2,81,60658.48,36.99062,25.32156,10.406748,12.702235,9350.2373,9.9731693,6.25389,1.7169992,3.5227568,College 1,Psychology
1,0,2,48,63033.633,36.473976,26.129965,10.354179,11.920069,9604.3223,10.879427,5.5630569,1.8981062,3.0116494,College 1,Psychology
1,1,2,89,60400.066,34.647503,23.694555,10.925873,12.739103,8610.5986,10.935814,6.9003353,2.0020497,2.8088827,College 1,Psychology
0,0,3,46,59093.445,41.601532,29.094831,9.6803484,11.156599,9106.8057,11.046077,5.5114141,1.6888593,2.8483093,College 1,Psychology
0,1,3,82,57117.406,37.09409,27.154385,9.8408194,12.21813,10285.782,9.2724924,6.651504,1.9609804,2.9962928,College 1,Psychology
1,0,3,32,55792.461,38.242207,26.871283,10.689057,12.196943,11363.008,10.729795,7.3314881,1.8869047,2.6687138,College 1,Psychology
1,1,3,82,58451.309,36.005127,25.359301,10.386346,12.422815,9971.7676,11.308214,6.2361383,2.0531223,2.5696878,College 1,Psychology
0,0,4,25,52211.148,39.023293,29.670792,8.7441187,11.585255,9175.8838,12.706978,4.7203507,1.356181,2.7763333,College 1,Psychology
0,1,4,27,56985.367,42.8918,28.955563,10.362355,12.136235,10476.119,9.224122,6.4045925,2.0034597,2.7681589,College 1,Psychology
1,0,4,25,59735.582,43.146633,28.563766,9.8498745,10.729726,12366.071,9.8372126,4.9561653,1.5334108,3.028492,College 1,Psychology
1,1,4,35,56795.609,39.031055,26.68741,10.505678,12.446103,7165.2217,11.395502,5.7087364,2.0348754,2.999676,College 1,Psychology
0,0,0,409,57878.727,32.315403,24.204229,11.097735,12.881022,10063.238,9.8015728,6.9216938,2.0383503,2.9989421,College 2,Automotive Tech
0,1,0,745,58721.848,30.043947,21.967495,11.42862,13.369779,10856.895,9.397068,6.9542384,1.9815117,3.100934,College 2,Automotive Tech
1,0,0,410,58839.656,31.115957,22.29727,11.467193,13.290906,10702.029,9.9005079,6.8535295,1.9441832,3.0508852,College 2,Automotive Tech
1,1,0,771,58702.453,28.62303,21.33173,11.996678,14.166955,11350.281,9.6468687,6.8399901,1.8699816,3.0044136,College 2,Automotive Tech
0,0,1,205,56185.535,34.559086,25.304907,10.379412,12.590263,11043.925,9.4569454,6.5541635,2.1304941,2.8753567,College 2,Automotive Tech
0,1,1,392,58338.039,33.30257,23.383427,11.102173,13.151293,10550.813,10.184579,6.5531721,1.9919326,2.8587809,College 2,Automotive Tech
1,0,1,204,57733.277,33.452961,23.607985,10.910104,13.072427,11018.315,10.074106,7.0668221,1.9878231,2.8124769,College 2,Automotive Tech
1,1,1,400,58643.391,30.387711,22.314531,11.542933,13.608969,11238.603,10.357891,6.937902,2.0019665,2.8264003,College 2,Automotive Tech
0,0,2,77,56277.766,37.780437,26.367924,9.973362,12.194922,8942.5449,9.8027105,5.5972452,1.9938591,3.2275941,College 2,Automotive Tech
0,1,2,134,57805.359,36.284702,24.969414,10.424325,12.500124,9855.3467,10.536682,6.4881754,1.9720418,2.7037857,College 2,Automotive Tech
1,0,2,86,54958.137,35.837391,25.09164,10.751988,13.014326,10717.953,10.705175,6.2061114,2.1568577,2.6741471,College 2,Automotive Tech
1,1,2,131,57261.277,32.106949,24.711668,10.926436,13.098575,9727.8291,9.3690014,7.0447893,2.122987,2.9783254,College 2,Automotive Tech
0,0,3,83,53845.988,40.049435,28.401382,9.5781517,11.773428,9921.3506,10.217241,6.1198359,1.9595075,3.0974154,College 2,Automotive Tech
0,1,3,149,55629.73,38.153851,26.234015,10.109386,12.126674,9853.4111,10.156954,6.5304594,1.9570162,3.0572937,College 2,Automotive Tech
1,0,3,91,54392.059,39.329369,27.426638,10.118877,11.901749,10722.571,10.310299,6.6825781,2.2132978,2.9967742,College 2,Automotive Tech
1,1,3,147,55822.152,36.033909,25.251951,10.50434,12.387137,10190.934,10.528795,6.6133208,2.1170545,2.815645,College 2,Automotive Tech
0,0,4,31,54683.617,43.073788,32.186054,9.2166691,11.118703,9828.416,8.824255,4.4961662,2.1833444,2.2573071,College 2,Automotive Tech
0,1,4,61,53979.176,39.505474,28.360857,9.7781305,11.032353,8482.5029,10.042373,6.0353336,1.8403375,3.1565058,College 2,Automotive Tech
1,0,4,45,56585.461,39.778801,29.123865,9.4498415,11.683419,10127.318,10.467401,5.553195,1.736185,3.1031096,College 2,Automotive Tech
1,1,4,87,54455.359,39.181095,28.080048,9.9636059,11.855095,9606.0596,11.010025,5.9619756,2.0206451,3.0290513,College 2,Automotive Tech
0,0,0,816,57600.5,32.649509,23.805103,10.999121,13.05388,10771.138,9.9241791,6.7367959,2.0190084,2.91414,College 2,Business
0,1,0,1579,59061.266,30.42391,22.196043,11.50844,13.446038,10167.645,9.7741795,6.8738136,1.9834063,2.9091697,College 2,Business
1,0,0,826,59103.93,30.574329,22.160269,11.503461,13.562783,10514.566,10.329818,6.9668274,1.9634079,2.9726634,College 2,Business
1,1,0,1577,59643.555,28.55315,21.297726,11.916776,14.011803,10870.301,9.5717478,6.9105711,2.0023324,2.946193,College 2,Business
0,0,1,438,56746.043,35.328514,25.591055,10.373804,12.448303,10719.144,10.525876,6.7811794,1.9245306,3.1334081,College 2,Business
0,1,1,757,57982.02,32.353306,23.679424,11.007988,12.998055,10499.051,10.067521,6.8271484,1.9775684,3.0145466,College 2,Business
1,0,1,418,57816.672,32.849621,23.162794,11.150822,12.989506,10150.743,10.055488,6.8365607,1.9183335,2.9263973,College 2,Business
1,1,1,779,58778.246,30.648932,22.137646,11.414643,13.677313,10524.316,9.937479,6.9770336,1.9785523,3.0038981,College 2,Business
0,0,2,160,55818.527,37.387711,27.183662,10.041366,11.85873,9900.8154,10.992657,6.4996409,1.9207352,3.4190333,College 2,Business
0,1,2,303,56478.938,35.520302,25.376656,10.41678,12.531084,10467.861,10.649652,6.2823763,2.0920937,2.8917336,College 2,Business
1,0,2,172,57444.023,36.882618,25.076525,10.102098,12.443441,9554.2246,10.440372,6.8478651,1.9902587,2.8075304,College 2,Business
1,1,2,300,58392.289,33.720013,23.267487,11.085788,13.141334,10273.158,10.651836,6.7380004,1.9733083,2.8472364,College 2,Business
0,0,3,190,56078.77,40.597626,29.538675,9.4849167,11.664473,9408.2686,10.412586,5.3734283,2.016633,3.0375912,College 2,Business
0,1,3,309,54871.82,37.890533,27.290506,9.9715328,12.04658,10687.038,10.171599,6.50454,1.9509115,3.0753915,College 2,Business
