female,age,race,obs,wage,emp,grad,length,first,wage_sd,emp_sd,grad_sd,length_sd,first_sd,coll,prog
1,0,4,25,54409.309,42.810001,35.779999,9.0699997,9.6599998,10024.646,12.818051,11.75959,4.5953016,6.0958772,College 1,Business
1,1,4,25,55132.172,52.790001,37.560001,7.9099998,11.31,8845.4287,13.885328,7.5941639,3.4759455,6.098947,College 1,Business
0,0,0,84,57522.711,49.650002,36.549999,8.5600004,11.07,11590.222,23.507217,17.042212,5.353229,8.6777573,College 1,Education
0,1,0,148,58435.051,49.740002,35.099998,8.4700003,10.63,10017.975,21.85108,13.758783,4.8021655,8.0039349,College 1,Education
1,0,0,89,59950.59,45.080002,36.759998,9.7600002,9.0299997,11420.168,23.335987,19.672976,5.5742731,8.2148476,College 1,Education
1,1,0,147,58585.879,52.91,36.169998,7.6399999,10.22,10481.171,22.30658,13.737007,5.059309,8.2371464,College 1,Education
0,0,1,45,60252.191,48.389999,37.799999,9.0299997,9.4200001,11221.727,19.166708,13.983496,5.2627311,8.4843903,College 1,Education
0,1,1,74,58479.422,50.200001,33.209999,8.9799995,10.66,10346.604,20.19626,9.7937441,3.9453135,7.81495,College 1,Education
1,0,1,45,59126.262,49.540001,32.560001,7.5999999,11.13,9693.3242,22.956076,12.307812,5.2955856,8.5837545,College 1,Education
1,1,1,62,58444.672,48,35.610001,8.7200003,10.11,11335.675,18.616877,12.926414,4.9376755,8.5428886,College 1,Education
0,0,2,25,58952.16,48.91,36.32,8.3299999,12.89,11953.998,23.110645,11.33602,4.883812,7.8161035,College 1,Education
0,1,2,29,58431.789,48.889999,37.82,9.3400002,9.75,11069.875,17.078691,8.4074497,3.8687274,6.8560252,College 1,Education
1,0,2,25,55032.422,59.220001,40.169998,10.06,11.35,8670.4121,24.139238,15.708286,4.3238764,6.4049883,College 1,Education
1,1,2,25,57124.949,50.57,37.630001,7.3699999,11.06,12625.861,17.942205,13.033242,4.8738317,7.2946196,College 1,Education
0,0,3,25,55251.359,50.23,32.240002,9.04,10.43,10295.3,20.143127,12.025057,4.7804976,7.596508,College 1,Education
0,1,3,39,54373.672,49.580002,35.389999,8.25,9.1700001,8489.8789,13.029631,8.1019516,3.5251462,7.5272551,College 1,Education
1,0,3,25,57226.102,56.080002,26.76,7.8000002,5.3299999,10399.209,19.618549,9.5984402,5.6547928,7.0761023,College 1,Education
1,1,3,39,58345.859,46.57,33.349998,8.0200005,9.9300003,9536.3555,13.230951,8.6103525,3.8870111,7.428268,College 1,Education
0,0,4,25,64572.441,50.25,36.560001,6.6500001,13.42,9772.4678,12.098752,9.2504206,2.2427211,6.6260281,College 1,Education
0,1,4,25,55658.27,47.419998,35.939999,7.5999999,11.4,11495.301,12.343238,7.2174416,2.498596,5.7411346,College 1,Education
1,0,4,25,63455.039,46.060001,36.200001,7.5700002,8.79,10942.64,15.648805,10.20783,4.4507051,8.0506649,College 1,Education
1,1,4,25,52100.398,49.119999,34.580002,6.8000002,7.9200001,9164.9561,11.914615,7.8211031,3.916429,6.6616244,College 1,Education
0,0,0,79,61453.359,51.220001,34.439999,8.3000002,9.04,10253.36,21.13283,16.317724,5.2550755,8.454505,College 1,Information Tech
0,1,0,167,57709.672,45.970001,37.41,7.8499999,10.67,11165.795,19.58964,12.299356,4.7603951,8.5556517,College 1,Information Tech
1,0,0,102,61921.539,54.27,37.560001,7.96,10.89,12010.335,28.22117,17.811357,5.2938604,8.7650213,College 1,Information Tech
1,1,0,154,59464.23,48.75,36.59,8.0299997,9.9399996,11703.392,22.450764,15.041055,5.0083036,8.4338455,College 1,Information Tech
0,0,1,62,60794.68,50.25,35.799999,8.3999996,9.46,10274.649,24.512896,12.970068,5.2926412,8.3139057,College 1,Information Tech
0,1,1,81,57272.352,48.970001,34.330002,7.79,10.61,10815.709,16.060381,11.927273,4.3619571,8.0272894,College 1,Information Tech
1,0,1,34,58428.699,49.459999,35.66,6.5700002,9.96,10431.039,22.925472,17.350721,5.3387218,8.5568504,College 1,Information Tech
1,1,1,74,59213.25,48.720001,33.41,8.1199999,9.3500004,8996.8867,22.111042,12.196529,4.7808676,8.0539017,College 1,Information Tech
0,0,2,25,51678.41,44.380001,29.48,9.1700001,9.6599998,12210.015,15.336498,16.065367,4.4458313,9.9025202,College 1,Information Tech
0,1,2,34,57651.84,51.290001,35.720001,8.4300003,10.88,8497.2461,17.129148,9.2088966,4.0893869,8.2607155,College 1,Information Tech
1,0,2,25,56237.488,44.290001,33.669998,10.21,9.8800001,12758.45,22.317642,17.194633,5.4590039,9.1699848,College 1,Information Tech
1,1,2,32,57432.859,55.610001,37.41,8.5699997,10.22,9604.3867,14.617836,10.105248,4.888782,7.3263011,College 1,Information Tech
0,0,3,25,54770.641,55.860001,35.330002,5.96,11.93,10820.228,14.738211,11.090852,4.572752,8.2660179,College 1,Information Tech
0,1,3,39,54183.91,48.439999,34.790001,7.27,9.5600004,8275.3154,12.297145,8.6820173,3.0206344,7.2323995,College 1,Information Tech
1,0,3,25,59575.461,42.66,33.110001,8.4700003,11.27,7411.8374,18.679327,13.845628,4.1939955,8.6961069,College 1,Information Tech
1,1,3,30,54659,47.84,37.900002,6.8400002,9.5200005,8832.2363,13.050921,8.5422916,3.7722185,7.3853316,College 1,Information Tech
0,0,4,25,58590.391,60.59,30.42,14.77,19.690001,,,,,,College 1,Information Tech
0,1,4,25,56388.441,44.709999,35.23,7.96,11.51,8472.418,11.589371,6.9633126,3.3515882,6.7006736,College 1,Information Tech
1,0,4,25,59793.129,56.25,33.580002,4.71,8.6000004,7101.2832,11.582093,6.473927,2.5749912,10.406729,College 1,Information Tech
1,1,4,25,53561.961,46.209999,34.529999,9.3699999,11.42,8334.4854,13.983346,6.890666,3.7892513,6.9186726,College 1,Information Tech
0,0,0,88,61377.199,51.5,32.509998,7.6599998,10.9,10433.776,22.261353,15.779586,5.4361639,8.6402731,College 1,Liberal Arts
0,1,0,130,58634.859,51.720001,35.540001,7.0799999,10.54,9911.2285,22.741776,12.865027,4.5384655,8.1814365,College 1,Liberal Arts
1,0,0,81,62371.609,49.529999,39.400002,9.1499996,11.03,10859.539,24.236807,17.249701,5.3893595,8.4161453,College 1,Liberal Arts
1,1,0,132,60207.93,48.049999,33.57,8.1300001,9.7799997,10015.089,21.643969,14.204791,5.2833629,8.3958654,College 1,Liberal Arts
0,0,1,34,59121.219,48.540001,30.950001,8.71,9.5200005,9990.5703,24.488508,11.556531,5.169672,8.069335,College 1,Liberal Arts
0,1,1,71,56877.32,50.150002,34.450001,7.9000001,8.0100002,9021.9854,17.858191,10.249501,4.0152097,7.6813331,College 1,Liberal Arts
1,0,1,42,60988.23,52.240002,34.84,7.71,11.77,10759.045,25.242741,17.156105,5.6599598,8.842658,College 1,Liberal Arts
1,1,1,76,61002.93,48.310001,37.040001,8.6700001,9.5200005,8925.1133,19.483784,12.788819,4.7055473,8.0281038,College 1,Liberal Arts
0,0,2,28,57019.66,48.52,34.509998,8.5900002,10.12,9177.9688,21.794094,12.758595,5.0247903,7.9606647,College 1,Liberal Arts
0,1,2,31,59270.672,51.099998,33.990002,7.8699999,12.07,9286.0381,16.830431,9.4120121,3.9410882,6.5849357,College 1,Liberal Arts
1,0,2,25,61113.672,55.799999,33.91,8.1800003,11.4,10789.349,21.789837,13.828743,5.5177493,8.6058788,College 1,Liberal Arts
1,1,2,40,55687.289,39.380001,35.02,6.5900002,11.56,8143.3101,16.810667,10.473923,4.0131812,8.2066908,College 1,Liberal Arts
0,0,3,25,59436.371,54.389999,34.02,9.8500004,11.47,9071.4404,20.302696,10.50442,5.459671,7.0810366,College 1,Liberal Arts
0,1,3,26,53513.039,54.400002,32.299999,7.5300002,8.0200005,9322.1484,10.984056,7.2766705,3.0897913,6.7041507,College 1,Liberal Arts
1,0,3,25,54283.648,46.32,31.49,8.54,11.96,11582.212,24.63887,15.641582,4.7356825,9.3690052,College 1,Liberal Arts
1,1,3,39,54814.281,49.970001,34.830002,8.4799995,10.57,12274.781,18.135744,9.4065208,3.5710642,7.3686385,College 1,Liberal Arts
0,0,4,25,66075.227,47.900002,37.470001,12.41,14.39,3324.3313,19.175381,8.5684137,1.6767988,1.6361719,College 1,Liberal Arts
0,1,4,25,55251.609,52.5,35.880001,7.6300001,10.48,8776.3545,9.5680485,6.823904,2.8277845,6.6027818,College 1,Liberal Arts
1,0,4,25,57706.48,47,38.919998,9.2200003,6.5999999,11535.004,20.265633,10.899214,4.6956377,4.7416873,College 1,Liberal Arts
1,1,4,25,55354.301,52.419998,32.959999,9.6800003,13.77,11097.702,13.240296,8.915143,2.5761783,5.6929049,College 1,Liberal Arts
0,0,0,81,62008.109,52.830002,39.009998,9.1300001,11.24,11727.338,24.89575,14.821903,5.4872961,8.5432177,College 1,Natural Sciences
0,1,0,159,59974.172,49.259998,36.009998,8.7200003,9.4300003,10296.157,19.675863,12.086497,4.8118525,8.0640965,College 1,Natural Sciences
1,0,0,74,63170.27,52.16,38.93,8.3599997,10.96,11145.896,24.764946,18.637365,5.766181,8.2938423,College 1,Natural Sciences
1,1,0,136,59636.789,50.439999,35.299999,7.9699998,9.9700003,9709.9561,23.277622,12.249032,5.341167,8.346611,College 1,Natural Sciences
0,0,1,37,61039.961,44.5,34.049999,9.5200005,9.9099998,10861.066,26.946459,17.980766,4.9077134,8.6173019,College 1,Natural Sciences
0,1,1,73,59237.738,52.52,34.290001,7.5300002,11,9660.8438,16.091265,10.361093,4.3583646,7.7465425,College 1,Natural Sciences
1,0,1,47,60318.699,44.950001,36.009998,8.8299999,11.66,10214.713,22.077597,16.33173,4.8893499,8.40909,College 1,Natural Sciences
1,1,1,58,61113.961,50.48,34.57,8.1099997,9.3400002,12705.337,18.99806,11.715867,4.8301616,8.5239859,College 1,Natural Sciences
0,0,2,25,58043.031,49.549999,37.02,8.6700001,8.2600002,8080.7466,18.498554,10.240332,4.5392761,8.8418684,College 1,Natural Sciences
0,1,2,25,60032.859,51.540001,34.029999,7.8899999,10.55,9433.8877,13.143038,9.7054529,3.7727723,7.1152716,College 1,Natural Sciences
1,0,2,25,61211.691,49.080002,39.880001,8.54,11.11,9352.2998,22.96805,14.052962,5.1622858,8.596879,College 1,Natural Sciences
1,1,2,34,58939.309,55.860001,34.18,8.6999998,10.37,9787.7676,19.587368,10.636846,4.3378949,7.6437387,College 1,Natural Sciences
0,0,3,25,62121.93,45.450001,38.849998,10.36,12.48,11638.435,20.805189,11.01268,3.6696541,8.0625095,College 1,Natural Sciences
0,1,3,36,55219.52,49.950001,34.41,7.0799999,9.4399996,12221.612,12.862711,7.6841679,3.2963381,6.6306272,College 1,Natural Sciences
1,0,3,25,58053.379,53.66,36.639999,7.7800002,5.4000001,9124.8447,18.677206,11.446662,4.4868855,7.8001962,College 1,Natural Sciences
1,1,3,25,55019.871,48.279999,37.25,7.48,13.7,10261.245,14.616565,11.736979,4.2854152,5.9521031,College 1,Natural Sciences
0,0,4,25,56429.648,45.779999,34.400002,7.6999998,11.23,13348.56,8.6093788,9.8021393,2.1239877,9.6407185,College 1,Natural Sciences
0,1,4,25,57282.352,51.07,35.389999,8.4300003,9.6400003,10741.036,12.260352,6.5639572,3.2052214,3.925976,College 1,Natural Sciences
1,0,4,25,55859.398,43.830002,34.110001,7.1599998,5.29,10225.752,22.190329,12.92639,3.8629005,7.0834441,College 1,Natural Sciences
1,1,4,25,60612.129,53.299999,33.32,8.3599997,9.4300003,12716.707,10.992064,7.1097174,4.4934816,7.4012423,College 1,Natural Sciences
0,0,0,82,63277.379,51.040001,36.779999,8.1800003,10.72,11062.596,24.687326,16.700508,5.1878943,8.5099373,College 1,Nursing
0,1,0,168,58970.121,49.09,33.599998,8.04,11.44,11497.188,19.947798,12.785286,4.72085,8.110467,College 1,Nursing
1,0,0,87,62119.789,46.549999,36.48,6.8499999,11.2,10715.364,26.192167,16.389721,4.9184442,8.5256681,College 1,Nursing
1,1,0,162,61116.609,50.959999,35.650002,8.4899998,10.43,10660.565,21.789946,15.181484,4.7065601,8.3623543,College 1,Nursing
0,0,1,37,59918.98,48.130001,35.849998,8.4700003,9.8599997,11151.568,18.815102,14.61484,5.2419257,8.6348696,College 1,Nursing
0,1,1,80,61093.461,48.77,35.799999,7.8499999,8.7700005,10834.075,15.494632,11.018437,4.5217061,7.8581462,College 1,Nursing
1,0,1,43,60328.5,47.939999,36.919998,8.3199997,11.64,11624.767,23.168087,15.628691,5.3025517,8.5190134,College 1,Nursing
1,1,1,90,60957.148,49.490002,33.099998,8.3400002,11.58,11214.44,20.358822,12.406405,5.2859492,8.3366041,College 1,Nursing
0,0,2,25,60441.82,50.529999,34.32,8.6800003,13.52,11804.677,22.951141,17.402254,5.8883862,8.2068148,College 1,Nursing
0,1,2,25,60613.262,49.900002,34.5,8.1800003,9.6400003,10373.56,15.709071,9.2043715,3.2942767,7.4832549,College 1,Nursing
1,0,2,25,58826.93,49.07,33.759998,8.2399998,12.84,10994.402,22.604979,13.743238,4.5572848,8.3096752,College 1,Nursing
1,1,2,25,58723.621,48.73,38.529999,7.6100001,8.0200005,9304.4707,18.007551,11.463359,3.8419755,7.9275556,College 1,Nursing
0,0,3,25,57974.48,60.009998,34.110001,7.75,9.6000004,8498.8691,16.547562,12.071864,4.7008405,8.5305099,College 1,Nursing
0,1,3,42,56310.699,54.580002,37.990002,8.5799999,10.76,11308.978,13.91637,8.851675,3.5293815,7.0208931,College 1,Nursing
1,0,3,25,63948.059,51.080002,38.759998,8.1499996,12.07,11745.585,22.647331,10.692317,5.0307822,8.6674385,College 1,Nursing
1,1,3,25,54426.109,50.43,37.290001,7.2800002,8.9899998,9893.6338,12.568276,7.1050253,4.8871832,7.1695728,College 1,Nursing
0,0,4,25,63077.238,52.84,34.099998,7.8800001,6.0799999,12828.513,16.799383,15.009947,5.1504211,8.3535728,College 1,Nursing
0,1,4,25,57282.301,50.759998,36.639999,6.8899999,11.56,14526.267,11.578583,6.6938944,2.3363576,5.8487196,College 1,Nursing
1,0,4,25,64178.98,66.660004,34.709999,7.6900001,9.46,4807.9995,14.917941,15.556227,5.3134251,7.0756879,College 1,Nursing
1,1,4,25,56290.789,47.299999,33.639999,8.8299999,7.8400002,8230.7109,15.681424,7.8854022,3.6785874,6.0990772,College 1,Nursing
0,0,0,53,63401.398,54.540001,39.48,8.3800001,9.0299997,11738.892,26.417402,16.036348,5.4924579,8.6787844,College 1,Psychology
0,1,0,67,60834.859,47.84,34.73,8.2799997,9.9700003,10832.169,19.15313,14.995749,4.6473413,7.7388968,College 1,Psychology
1,0,0,47,65243.469,50.990002,38.860001,8.4099998,10.68,9925.5391,27.675295,15.797667,5.5343294,9.2508898,College 1,Psychology
1,1,0,88,61105.359,53.689999,36.200001,9.2799997,10.03,11027.161,21.28046,13.312996,5.2670507,8.4026003,College 1,Psychology
0,0,1,31,62904.301,48.490002,33,8,8.6599998,9940.5703,21.22563,14.067837,5.1653466,8.4129715,College 1,Psychology
0,1,1,42,60300.328,51.400002,36.139999,8.1099997,11.71,10647.555,16.709263,11.179605,5.2117453,7.5330663,College 1,Psychology
1,0,1,25,58776.559,45.169998,33.990002,5.9299998,8.9700003,12816.785,23.323219,14.428807,4.2637644,8.605546,College 1,Psychology
1,1,1,38,61841.699,47.549999,36.889999,7.5599999,8.4300003,10806.196,19.014315,12.364408,4.2376323,7.5350132,College 1,Psychology
0,0,2,25,69901.508,39.84,30.290001,6.5100002,11.66,3290.6477,37.876434,11.358957,5.9957957,9.7090216,College 1,Psychology
0,1,2,25,59312.621,53.880001,33.529999,7.9200001,10.62,7524.8115,12.232626,9.7461395,4.3518891,8.6113186,College 1,Psychology
1,0,2,25,59442.43,44.259998,35.41,9.3199997,6.96,6270.8662,32.509598,13.108114,5.5886545,8.3211889,College 1,Psychology
1,1,2,25,63862.75,47.32,36.360001,9.4399996,12.32,10345.893,13.521566,9.5544806,3.9912493,8.1895733,College 1,Psychology
0,0,3,25,55553.988,55.029999,35.450001,7.0599999,5.4400001,12226.086,12.311431,7.118073,3.1745703,5.7681184,College 1,Psychology
0,1,3,25,56581.75,48.400002,38.580002,8.04,9.5699997,9829.2432,14.854641,7.8610516,3.2267597,6.0655532,College 1,Psychology
1,0,3,25,60752.781,47.740002,30.709999,7.21,7.7600002,9626.4746,19.519627,15.27443,4.3086977,7.8563895,College 1,Psychology
1,1,3,25,56899.5,48.310001,39.349998,9.1899996,12.94,14506.502,15.575313,10.393464,3.7816679,7.3418756,College 1,Psychology
0,0,4,25,63660.148,47.029999,30.93,6.4499998,6.71,10972.099,8.5169458,5.5274882,3.1875648,8.0808973,College 1,Psychology
0,1,4,25,48756.84,47.130001,35.470001,7.4299998,9.6700001,15365.332,8.9617367,6.5536237,1.8261993,6.5331984,College 1,Psychology
1,0,4,25,58940.719,53.34,34.330002,7.6300001,14.92,6466.5737,19.140799,14.39735,6.090291,6.2533245,College 1,Psychology
1,1,4,25,60543.539,53.25,30.9,10.44,16.65,6160.8359,7.3219323,7.3464694,4.3771577,3.7660158,College 1,Psychology
0,0,0,90,59114.09,53.52,35.389999,8.1000004,11.39,10060.734,24.936563,15.587787,4.9928842,8.6138668,College 2,Automotive Tech
0,1,0,166,56339.141,48.32,35.150002,8.3999996,10.38,10069.541,19.486319,12.263993,4.4379025,8.3610725,College 2,Automotive Tech
1,0,0,68,60076.488,45.799999,36.560001,7.4000001,9.71,12812.572,26.843937,16.890097,4.9969492,8.7074966,College 2,Automotive Tech
1,1,0,152,57718.34,48.75,34.669998,8.5,9.4200001,10901.228,22.632027,15.099564,5.1927419,8.3765783,College 2,Automotive Tech
0,0,1,38,58650.52,56.470001,30.889999,8.7399998,10.18,11053.701,22.707605,11.864479,4.6611619,8.4771261,College 2,Automotive Tech
0,1,1,83,57269.711,48.360001,36.549999,7.6399999,10.78,9895.4404,19.04878,10.536413,4.3638134,8.1973629,College 2,Automotive Tech
1,0,1,39,61156.77,52.360001,36.290001,7.8499999,10.91,12141.112,24.900269,15.706526,5.5271888,8.6934338,College 2,Automotive Tech
1,1,1,70,57221.129,49.59,34.080002,7.6999998,9.1800003,12641.373,20.570784,13.396689,5.0352407,7.5996757,College 2,Automotive Tech
0,0,2,25,56023.551,55.110001,34.869999,9.9399996,9.0500002,10197.532,14.842842,12.918637,4.9241977,8.8291788,College 2,Automotive Tech
0,1,2,33,59585.859,54.150002,36.529999,7.8000002,12.51,10396.163,17.790131,7.8170385,4.085834,6.4970813,College 2,Automotive Tech
1,0,2,25,60630.738,55.610001,32.139999,8.1199999,9.4399996,8740.6543,23.983715,15.372081,5.8083167,8.7190065,College 2,Automotive Tech
1,1,2,30,54890.641,45.970001,34.310001,8.5,11.56,9485.835,19.125076,10.425868,4.2342334,8.0295582,College 2,Automotive Tech
0,0,3,25,55845.41,47.150002,34.77,8.1400003,9.2600002,11069.306,22.196417,9.1801891,4.2869253,8.1811609,College 2,Automotive Tech
0,1,3,30,57169.961,49.139999,36.700001,8.0799999,9.2200003,8902.9678,14.827588,6.7376232,3.4311304,5.9955745,College 2,Automotive Tech
1,0,3,25,59998.141,59.779999,35.799999,10.32,9.5900002,12352.612,20.383688,10.157274,5.275804,8.8319368,College 2,Automotive Tech
1,1,3,30,53460.379,50.900002,35.330002,7.8099999,7.6999998,8564.9717,18.414795,10.229971,3.3865073,6.9352717,College 2,Automotive Tech
0,0,4,25,53285.059,46.73,36.66,10.32,14.06,6052.1157,12.970371,4.4799061,2.8970382,7.3425059,College 2,Automotive Tech
0,1,4,25,50527.738,49.599998,35.32,8.04,9.5100002,8139.1743,9.6890335,9.3933783,2.7415447,5.8810496,College 2,Automotive Tech
1,0,4,25,53881.238,63.259998,30.52,8.2600002,10.27,13522.503,23.169947,11.284162,3.2186227,8.3328342,College 2,Automotive Tech
1,1,4,25,56780.09,51.41,33.790001,7.96,9.1300001,8595.5361,12.185315,7.4945264,3.7327273,7.6987467,College 2,Automotive Tech
0,0,0,182,61045.949,49.450001,37.23,7.8400002,10.33,11090.304,23.935251,17.197437,5.1369472,8.2486057,College 2,Business
0,1,0,293,57386.238,51.369999,35.279999,7.8499999,10.35,9671.0303,20.757992,13.023182,4.7325435,7.881073,College 2,Business
1,0,0,160,61987.41,52.169998,34.279999,8.6400003,10.3,10812.631,24.039862,16.38352,5.5544205,8.6110725,College 2,Business
1,1,0,299,59306.32,51.950001,34.740002,8.29,11.02,11032.652,22.461885,14.225937,5.1175075,8.263916,College 2,Business
0,0,1,98,56927.461,50.110001,35.84,8.0900002,9.1199999,10760.307,22.21287,13.71655,5.2258177,8.2711229,College 2,Business
0,1,1,155,56401.949,50.549999,34.830002,8,11.11,11035.358,17.43597,11.319756,4.2584634,7.9626689,College 2,Business
1,0,1,86,59884.941,51.830002,39.939999,9.0600004,12.23,10651.032,23.238949,15.240883,5.1963639,8.4427376,College 2,Business
1,1,1,135,57226.449,49.59,36.150002,8.5500002,9.2299995,9217.0225,20.410809,12.227968,4.7644877,8.2556334,College 2,Business
0,0,2,28,55345.262,48.259998,32.209999,8.8800001,12.72,10140.038,18.345785,10.530162,4.518549,8.1963491,College 2,Business
0,1,2,51,56980.141,50.740002,35.869999,8.2799997,10.03,9608.4326,15.231654,9.486558,4.5814652,8.0335836,College 2,Business
1,0,2,33,58521.719,49.790001,34.66,7.8299999,10.66,8245.7803,27.196863,14.748553,5.0935974,7.9649324,College 2,Business
1,1,2,63,58080.488,48.43,36.759998,8.3299999,11.27,11516.701,17.854507,11.002617,4.731627,8.0974016,College 2,Business
0,0,3,36,55962.91,47.130001,32.599998,7.8299999,11.89,9913.8486,19.212933,10.926275,4.536602,7.1731381,College 2,Business
0,1,3,58,54591.828,45.25,36.310001,7.5500002,11.58,10097.289,13.204807,8.7528849,3.2316017,6.9111991,College 2,Business
1,0,3,25,54444.461,51.34,36.009998,10.15,10.85,11784.374,20.838472,10.113347,3.8357401,9.1182995,College 2,Business
1,1,3,63,55451.199,52.310001,35.389999,7.6399999,10.32,10547.871,16.901596,8.4116049,3.4548008,7.5748043,College 2,Business
0,0,4,25,54465.25,50.299999,32.610001,7.0500002,13.92,12629.057,13.650274,9.3892365,4.0501542,6.4601374,College 2,Business
0,1,4,28,54829.102,46.82,34.59,6.9099998,9.9899998,10758.705,12.280271,7.7891521,2.8447466,6.2850704,College 2,Business
1,0,4,25,55836.391,46.75,38.389999,7.8200002,10.93,8243.167,16.862156,7.5249624,4.0594015,7.6432037,College 2,Business
